2e-05,4.9e-05,0.000364,6.5e-05,0.000665,
5.3e-05,8.8e-05,0.000105,8e-06,0.000401,
9.2e-05,6.4e-05,0.000222,0.000399,0.00023,
7.8e-05,3.7e-05,0.000166,0.000459,0.000247,
3.7e-05,0.000191,0.000252,0.000745,0.000139,
6.8e-05,0.000128,0.000286,0.000157,0.000376,
0.000125,0.000139,0.000267,0.000678,0.000674,
0.00013,7.1e-05,0.000101,0.000156,0.00071,
9.2e-05,1.6e-05,8.6e-05,9e-06,0.00026,
0.000105,0.000147,0.000121,3.3e-05,0.000145,
8.8e-05,0.000158,0.000153,0.000302,0.000596,
8e-05,0.00015,0.000105,0.000146,0.000218,
0.000102,0.000185,4.5e-05,0.000267,0.000785,
0.000118,0.000123,5.3e-05,0.000374,0.000576,
5.8e-05,0.000182,4.7e-05,0.000149,0.000136,
1.1e-05,0.00024,0.000277,0.000338,0.000512,
0.000113,0.000157,0.000235,0.000292,0.000694,
4.1e-05,0.000161,0.000125,0.000109,1.7e-05,
7.2e-05,0.000212,0.000344,0.000499,0.000493,
9.2e-05,0.00019,8e-05,0.000267,0.000334,
3.6e-05,4.5e-05,0.000339,0.000434,0.000416,
0.000106,2.5e-05,0.000227,5.5e-05,0.000126,
8.6e-05,0.000117,0.000225,0.000474,0.000266,
2.8e-05,0.000226,6.1e-05,0.000414,0.0001,
9.2e-05,0.000432,0.000362,0.000216,0.000388,
4e-06,0.000104,0.000259,0.00028,0.000293,
6.7e-05,0.000196,0.000183,6e-05,0.00053,
9.4e-05,2.6e-05,0.000338,0.000276,8e-06,
6.5e-05,0.000178,3.9e-05,1.6e-05,0.000557,
5.1e-05,9.9e-05,0.000354,0.000249,6.9e-05,
0.000202,2.6e-05,0.00023,0.000179,0.000116,
5.9e-05,0.000115,0.00014,0.000582,4.7e-05,
1.5e-05,0.000119,0.000261,0.000371,0.000502,
7.5e-05,4.2e-05,0.000173,0.0003,0.000214,
0.000104,0.000158,0.000322,0.000207,0.000137,
3e-05,0.000153,0.000348,0.00039,0.000543,
8.7e-05,0.000186,0.000246,0.000516,0.000214,
9.4e-05,0.00011,0.000183,0.000397,0.000385,
4e-05,0.000275,6.7e-05,0.000675,0.000765,
2.7e-05,0.000124,5e-05,0.000113,0.000305,
1.9e-05,1.9e-05,0.00025,0.000179,0.000105,
9.2e-05,0.000178,2.6e-05,0.000122,3.5e-05,
0.000107,0.000209,1.8e-05,6.2e-05,0.000308,
2.9e-05,0.000185,0.000123,3.5e-05,0.000275,
6.4e-05,0.000169,0.000129,0.000436,0.000422,
2.9e-05,7.7e-05,9.5e-05,2.3e-05,0.000404,
0.000103,0.000455,0.000216,0.000307,0.000419,
8.9e-05,1.2e-05,0.000298,0.000175,0.000418,
4e-05,0.000187,0.000139,0.00035,8e-05,
9.6e-05,9.5e-05,0.000285,0.000217,0.000293,
8.7e-05,7.5e-05,0.000133,1.8e-05,0.000368,
9.5e-05,1.8e-05,4.3e-05,7.1e-05,8.2e-05,
8.3e-05,0.000143,2.9e-05,0.0004,0.00043,
4.6e-05,5.7e-05,2.6e-05,0.000112,0.001329,
0.000151,0.00011,0.000383,0.000624,0.000622,
1e-05,0.000115,0.000349,0.000572,6.1e-05,
0.000125,0.000105,0.000182,0.00014,0.000156,
6.4e-05,0.00016,0.000315,0.000443,0.000773,
9.5e-05,3.3e-05,0.000297,0.000257,0.00073,
0.000213,4.1e-05,0.000224,0.000348,0.000882,
0.000108,0.000201,0.000206,0.000476,0.000579,
8.1e-05,7.6e-05,0.000306,0.000139,0.000815,
3.6e-05,8.3e-05,7.1e-05,5.6e-05,0.000277,
0.000115,0.000245,1.8e-05,0.000194,0.000988,
0.000109,0.000178,0.000427,0.000322,0.000198,
3.2e-05,0.00022,0.000308,7.3e-05,0.000486,
4.4e-05,0.000255,0.000146,0.000187,2.5e-05,
5.5e-05,0.000236,0.000378,0.000269,0.000441,
5e-05,5.7e-05,0.000292,0.000171,0.000134,
5.7e-05,0.000182,0.000163,0.00019,0.000151,
5e-05,7e-05,0.00026,0.000322,0.000534,
0.000127,0.000109,0.000199,9.9e-05,9.1e-05,
2.2e-05,2.8e-05,0.00024,0.000172,0.000197,
1.2e-05,0.000125,8e-06,0.000267,0.000312,
0.0001,1.4e-05,0.000125,0.000478,0.000411,
8e-05,0.000154,8.3e-05,0.000135,0.000706,
6e-06,0.000219,9.4e-05,0.000241,0.000262,
2.5e-05,0.000125,0.00031,0.000211,0.000283,
2.5e-05,0.00023,0.000433,0.000424,0.000365,
3.2e-05,0.000117,0.000385,0.000264,0.000176,
5.1e-05,0.000175,9.3e-05,3.7e-05,7.3e-05,
0.000108,0.000188,0.000123,0.000542,0.000664,
0.000122,0.000178,0.00034,0.000396,0.000119,
2.9e-05,6e-06,0.000115,7.8e-05,5.7e-05,
0.000155,0.000127,3.2e-05,0.000576,0.000426,
5.8e-05,0.000139,0.000158,0.000175,0.001361,
8.9e-05,4.8e-05,0.000172,0.000156,0.000119,
2.6e-05,0.000111,0.000293,0.000374,0.000473,
2.6e-05,0.000227,0.000269,0.000383,0.000606,
2.4e-05,8.8e-05,0.000571,0.00047,0.00023,
0.000131,0.00036,0.000181,7.8e-05,0.000375,
6e-05,0.000186,7.1e-05,0.000211,7.5e-05,
4.3e-05,0.000212,4.3e-05,0.000706,2.7e-05,
0.000111,0.000186,0.000369,6.3e-05,0.000139,
9.4e-05,9.1e-05,8.9e-05,5.1e-05,0.000487,
9.8e-05,6.5e-05,0.000116,0.000319,0.000637,
0.000106,0.000169,0.000185,0.000536,0.00065,
0.000106,0.000235,0.000148,4.6e-05,0.000567,
4.6e-05,0.000137,0.000159,0.000281,0.000474,
4.8e-05,0.000265,0.000744,0.000152,5.6e-05